text,label
"""Es increíble la cantidad de niñas y de niños que se tienen que cuidar solos en estos contextos, es imposible saber si la enfermedad o la realidad que viven es lo que les quita la infancia y los hace adultos inmediatos”",0
"""Leer sin reflejar es como comer sin digerir"" Edmund Burke",0
"""Mamá"" es la primer palabra que aprendemos a decir y es la que más decimos a lo largo de nuestra vida, si tienes la dicha de llegar a casa y tener en la mesa un plato de comida caliente de esa mujer tan especial, eres afortunado, cuídala por qué cuando se van, ya nada es igual.",0
"""Me pongo romántico y te pones mamona"" es la frase que define que pedo con la que me gusta jajajajajajajajaja https://t.co/2YIyGAEpDy",0
"""Presidenta del sindicato de mamás luchonas"" En busca de un Papa para mis bendiciones me acueste con quién me acueste!",1
"""Sí sus equipos no llegaron a la final mejor cállense"" —Panchito, secundaria trunca, 21 años, no conoce el mar, ni ha viajado en avión.",0
"""Sueños de la infancia "" a través de @elbotanerohmo Suscribete y checalo ?? https://t.co/5HPqCDps36 https://t.co/HjLnME1lP2",0
"""Weeey nosotros somos el virus ??"" pues órale mátate morra, ayuda al planeta a librarse de este mal! O todos somos virus menos tú, ridícula?",1
"""ya sé mucho de ese tema y tengo clarito todo todo"" *sale embarazada a los 16 *",1
#3oct| Iniciamos la semana con el regreso a clases de nuestros niños y niñas de la patria grande ??????.,0
#AlMomento | La madrugada de hoy… Una persona murió calcinada en la autopista México-Cuernavaca a la altura del fraccionamiento Tabachines en #Cuernavaca. https://t.co/YvEmZaqP8Q,0
#Alsegundomx ? Crean neuronas artificiales que pueden “leer“ ondas cerebrales Link ?? https://t.co/Lm3VKPF3zC https://t.co/oUtwDrJzUK,0
"#amlo otra vez violando la ley, parece que le gusta y le da placer hacerlo, necesitamos que el #INE aplique lo que dicta la ley, nadie por encima.",0
#ApapachosDeLuz y Esperanza mi reina,0
#AquíCasual escapando de la brigada para comerme un taco en mi querido Mercado Hidalgo!!! Esos olores y esos sabores me llenan el corazón de bellos recuerdos de mi infancia... #LoQueCuentaEsLaActitud,0
#ATENCIÓN periodistas de #Puebla ,0
#Ciencia Los científicos van a estudiar ambas especies en un intento de poder utilizar sus mecanismos de adaptación https://t.co/Foo3hv8Kgh,0
"#cuandomeviolaron la misma mamá y hermana de ese cerdo asqueroso, terminaron de arrastrar mi honra y buen nombre por todo el municipio donde trabajo, decían que ese maldito y yo, éramos amantes",0
"#EDUCACIÓN En #Culiacán, ahora los hijos de los trabajadores de la",0
#Espectáculos: Oprah habló sobre una situación personal que arruinó su infancia de manera instantánea https://t.co/FbkzOzYcdg,0
#Estados: El objetivo es aglutinar las llamadas de emergencia para poder atender rápido los casos donde hay peligro de muerte.,0
#FelizJueves #Noticia ??Esta mujer causó controversia con las declaraciones que hizo respecto a que detesta ser mamá.??,0
#FiscalíaSLP | Fiscalía aprehende a un hombre por supuesto robo a un comercio de SLP. El establecimiento afectado está en la colonia Jardines del Rosario.,0
"#Guanajuato ¿Quién le quema la casa a un señor de la tercera edad? Es la pregunta que se hacen autoridades, luego de atender el incendio en la casa de don Nacho ??",0
#HonestidadQueDaResultados #4toInforme https://t.co/q175mPvL9P https://t.co/yCSXGaOl4W,0
"#JuegoSurvivor Todos los Alcones me cagan, bola de hipócritas, los ""hombres"" pocos huevos y las viejas que mejor se vayan a tomar el Té pinches mamonas, a mi me representa una vieja cabrona y con huevos, no esas viejas payasas, mejor que vayan a cuidar sus implantes ??",1
#JuegoSurvivore cagan las mujeres de halcones de todo se quejan así son los juegos mejor no hubieran ido cuando ellas hacen algo porque no se quejan solo lo que les conviene Cara aburrida,1
"#JusticiaParaLosDesaparecidos Ni uno más, el pueblo pobre de México exige justicia para todos los desaparecidos",0
#LadyCinepolis alguien que tenga una hija de la edad de esa pinché mugrosa para que le meta una buena arrastrada ! Yo le digo a una vecina para que le ponga sus cacheteadones a la mamá ! @Cinepolis nunca las dejen entrar a sus salas ????..,1
#LadyComeGratis pinche vieja abusona d mierda sino traía dinero para tragar q no salga d su casa la culera pinche vieja traga cuando hay,1
#LadyComeGratis que poca madre! Eso no se vale pinche marrana! Esa panzota no es es gratis he!,1
"#ladycomegratis, alias Brenda Pardo Lemus, es una sinvergüenza. Aparentemente de Torreón, fue a Gómez Palacio, Durango, a tragar gratis. Y en su Facebook bien que presume sus tragaderas desde hace años.",1
#LasLetrasUnen te invita a leer vía @LeyendoAprendi @LasLetrasUnen https://t.co/uDt1nGh1Co,0
#nomasfeminismo pinshis morras vyan a la cocina y agamen un sándwich :v,1
"#NoPodrásCreerlo |Hace un mes que desapareción la perrita chihuahua de Paris Hilton y ella está dispuesta a todo para encontrarla, incluso contrató a un equipo de médiums. https://t.co/FYXzlyjHrP",0
#PeakStore  #NegociosCuajimalpa #NegociosCoyoacan #NegociosAlvaroObregon #NegociosCDMX https://t.co/9qZhFCFiJj,0
"#RicardoPonceAbusador Ricardo Ponce, un hombre misógino que hace ver a las mujeres como objetos de satisfacción para el, que por engaños de manipulación hace que tengan relaciones sexuales por medio de falsos retiros de ayuda. Amigas no hay que permitir que se salga con la suya??",0
"#RicardoSalinas soy mamá y utilizaría el dinero para terminar el cuarto de mi hijo y el baño que está en obra negra, solo tenemos 2 cuartitos, pero quiero que mi niño tenga su espacio, además que me ayudaria a pagar sus terapias y medicamentos ya que tiene autismo",0
"#Rimming, es el delicioso arte de chupar con labios y lengua el borde anal de tu pareja. Y créenos, ¡es demasiado placer! Y una excelente opción para iniciar en el mundo del placer anal. ¡En verdad! Abre tu mente Por eso abrimos #hilo de ¿Cómo besar un anito?#sexualidad",0
#Seguridad |  La aprehensión de dos sujetos ocasionó una intensa movilización policíaca la tarde de ayer en la colonia Centro de #Cuautla.  https://t.co/qNe9kASCW2,0
#SinTemorADios | Ataques con ácido y con agua caliente —además de agresiones con armas punzocortantes— son las principales formas en las que atentan contra los curas en México. ,0
"#Video | “La jefa de gobierno de la Ciudad de México, Claudia Sheinbaum, llega a su cuarto informe de gobierno como la aspirante más aventajada de Morena para la candidatura presidencial de 2024”. @soycamachojuan en #EnCrónica.",0
#Viral ????|| Hombre infiel coloca espectaculares por toda la #CDMX para pedirle perdón a su novia https://t.co/nM7MzYmlqU,0
#YoNoLesCreo Mitomanas.,1
"(a las mujeres) como eso, para lavar, planchar y estar cuidando niños .",1
(la de vestido azul) y lo único que no me gusta es que la otra señora bien gandalla le arrebata todo de las manos,0
"(paterna), Doña Judi cuida y reprime a quien se pase de lanza en el ambiente familiar; pero por el cariño que le tiene al hijo, le ha pasado muchas cosas, berrinches incluso, pero el hijo le compra vitaminas para que viva más y confía ciegamente en ella, vaya, amor incondicional",0
"(tener hijas e hijos, cuidar hijos y familiares enfermos) era desempeñado por la mujer, no era valorado socialmente ni remunerado económicamente .",1
") La mujer es animal que gusta de castigo.""",1
"*Empiezo a explicar en la comida frente a mi papá sobre el porque romantizar que un niñx le haga Bullying a otrx porque le gusta, está mal* Mi gfe: Cállate ya Feminazi ridícula, come marrana que ya vas a empezar con tus mamadas",0
*La Defensa mejora dia a dia,0
*Lesbiana feminazi,1
*mi papá hablando de su infancia culera* Mi tía: ajajaj mira este filtro te pone pelón,0
"*Morra tiene mucho dinero por sus tetotas y/o nalgotas* La misma morra: gracias a todos por su apoyo, me ha costado mucho esfuerzo tener lo que tengo. El querer es poder?????????",1
"*Tienes la panocha muy usada, ya no quiero penetrarla. Ningún hombre, jamás.",1
*yo cantando barbie girl*,0
", esto como parte de una movilización nacional. https://t.co/2BJKWbGaXe",0
", loca encendia ! , te degollaré.",1
", no distingue la diferencia ??, en su ignorancia piensa que son lo mismo.",0
", que tenemos que ser buenas en el sexo para sentirnos superiores, como si solo eso pudiéramos hacer. Nuestra valía no debería ser únicamente esa",0
", y otros activistas realizaron un homenaje a Blanca Esmeralda Gallardo, mujer asesinada en Villa Frontera, quien llevaba más de un año buscando a su hija desaparecida.",0
", yo quiero una mujer.",0
. A veces los jueces se lavan las manos por pendejadas procedimentales y culpan a la fiscalía.,0
. La violencia contra las mujeres no se confina a una cultura.,1
. pegarte sin esta falda.,1
"... “se embraza por creer que entiende cómo funciona su cuerpa “, “ se complica y aborta” fin de la historia ...",1
.... bien pndja ud !!! que se cayó de pequeña o que .... o tomaba leche paterna ???,1
: Alfonso Ramírez Cuéllar https://t.co/rlPLmxKbER,0
"; no es ninguna víctima y no, no es contra su pueblo que padece a ese desquiciado dictadorzuelo.",0
? ?? Con la consigna ,0
? Utilizar el rayado peatonal y puentes peatonales.,0
?? ? Karla Rizo ??,0
"?? || Elementos de emergencia ya acuden para atender el accidente en Calzada Ignacio Zaragoza y calle Adolfo López Mateos, disminuya su velocidad al circular por la zona #LaRedCincoRadio https://t.co/okqSbOnFOH https://t.co/K2BBplGCNk",0
"?? ¡Estudia escritura de cine, televisión y juegos!",0
?? ¡Ya nos estamos preparando! ,0
?? En sus negocios del futuro.,0
"?? Fernanda de 23 años fue abusada por su ginecólogo de cabecera que la sedó durante una consulta, familiares y amigos buscan justicia contra el sujeto; el hecho sucedió el pasado 4 de octubre. ",0
"?? Pérez-Reverte regresa a México con ‘Revolución’, una novela de aprendizaje, amistad y lealtad en las fieras filas de Pancho Villa. El escritor acota su territorio literario al sur de Río Bravo, el Mediterráneo, los países árabes y la vieja Europa https://t.co/7QlqNg1EzD",0
?? S E R E N D I P I A ??,0
?? Se trató de un ataque directo por parte de sujetos a bordo de una motocicleta que dispararon a una camioneta; la víctima fue el conductor,0
"??????????????????Ese pobre pendejos, aparte de fea la e-thot se ve que está gorda o embarazada, no mamar jajajaja y sucia la morra pinche tiradero que tiene, esos vírgenes se dejan engañar por una par de tetas y si esta embarazada pues es por eos jajajaja.",1
"????????pinchas viejas locas, ahora leen a las personas por sus gestos, están bien loquillas, y si, les dije viejas, yo soy viejo supongo, no se ofendan ridículas, y mi mamá no es vieja, es grande de edad y voto por AMLO, ustedes son culebras, chulada!!!",1
"????No mamen, a poco si les depositan por un poco de atención?",1
"??| @eduardorivera01, alcalde de #Puebla, entregó el cheque 950 del programa Créditos Contigo. La beneficiaria fue María Ocotlán quien tiene una papelería en el Hospital del Norte https://t.co/w3EZvRLF8A",0
??¡Que la lucha no termine hasta que la dignidad se vuelva costumbre! ¡América Latina será toda feminista! ??,0
"??¿Hasta cuando dejarán de matar a las mujeres en #Puebla? Idalia Torres Sánchez, de 28 años fue asesinada y hallada flotando en canal de aguas negras de Valsequillo #Tecamachalco ??https://bit.ly/3etsfUa",0
??El 96% de las familias con hijos de 0 a 6 años atendidas por Cruz Roja está en riesgo de pobreza y exclusión social. ??Descubre más sobre la Crianza en la Primera Infacia analizada por @cruzroja,0
??Implementación de la Reforma Laboral I Tercera Etapa,0
??qué feo fingirse víctima eterna solo por ser mujer,1
"??Viva ????? suena al tipo de gatas mexicanas nalgas prontas con cualquier extranjero solo por interés, que halla sólo se las cogen y dejan tiradas, Mexican en ????es literal un término derogativo. Viva ????jajajaj pendeja.",1
??Vive la experiencia MBC!!! ?? ,0
"?Sigue la iniciativa del gobernador @MBarbosaMX: #TienesGanasDePuebla en el que la cultura??, el turismo??, la economía, la gastronomía ?? y el campo??? de nuestro estado son los protagonistas. https://t.co/r07PQf8GRc",0
@_1cedcoffee JAJAJAJA nmms hombres siendo hombres,0
@_AndreaLozanoo La mamá de las putas,1
@_BrendaEspinoza @FGRMexico @fgcabezadevaca Oye escuincla suata. Eres legisladora o vocera de la FGR? Deja que se lo chinguen si se le encuentra que es culpable de algo y tu ponte a desquitar tu inmerecido sueldo.,0
"@_Bruja_Sucia Hola, comunícate a la línea de soporte Broxel Pay 800 276 9351 o vía chat desde nuestro sitio ?? https://t.co/T38cehElVG en el icono ¿Necesitas ayuda?, con gusto atenderemos tu caso de manera personalizada, Saludos.",0
"@_CarlieYo ?? ?? ?? Ese juego viene de la infancia, era muy popular ?? ?? ?? buen día",0
"@_carolxna Ya sabes, onvrez criticándola a ella y su esposo porque tenia tipo onlyfans con fotos sexys. Puro pendejo envidioso jajaja",0
@_chipsfueg0 Onvrez,0
@_frida_denis Me pasa me cagan los onvrez,0
@_ilusaa Les encanta presumir sus miserables vidas haha,1
@_JPDiaz En calssic en algunos servers si está así xD mejor me voy a cambiar a uno sin cola de espera,0
"@_Kevu @SoyCristianRey Lo dejaron en ceros, al principio del video lo dice. No especificó si él retiró la feria pero asumo que caliente se lo agandalló.",0
@_KimberlyDiaz Pero siempre somos las peores por no entender ?? y cuando una es la culera ya no les gusta jaja,0
"@_nachitaa Mido más que tú gorda apestosa, no tienes derecho ni de hablar, bájale a las tortas que a este paso la diabetes te va a matar.",1
@_nayeligalindo Y también que te gusta la mala vida cabrona ?????????????,1
@_noyolita Jajajaj no sé leer ?? a disfrutar pues,0
"@11_11_girl De elegancia compleja, con notas intensas y fina textura... ?? Como el café. ??",0
"@45Resiliencia Me gustan tus ojos, me gusta tu mirada y tu sonrisa, un saludo enorme bella dama",0
@Aaron_PinedaM No eres más que otro oportunista como Imaz y demás pseudolideres estudiantiles que esperan la oportunidad de mamar del presupuesto y enriquecerse con el. ??,0
@Aaron_PinedaM Tu eres un pinche gato cobarde que cobra de nuestros impuestos con la corrupta de la cdmx !!!,0
"@Abner1023 De ellos dos si me gusta más Trey, espero que Aaron venga porque otra temporada con Garoppolo no es opción.",0
@AbrahamBrecas Te gusta la cagada? Eso explica porque te gusta re. Por favor no te calientes tanto we,0
"@AccidentalSutep La pelea x el aborto es cuando  no se quiera concebir, por violacion, irresponsabilidad, no creo q una mujer quiera pasar x ese proceso alguna vez y si lo hace no creo que quiera volver a pasarlo y esta bien lo unico es q x violacion si debe ser gratuita fuera de es con su plata",1
"@acostanaranjo @JTrianaT Es un niño, niña o niñe, pregunto por no poder distinguir y saber que quiso ser ese día.",0
"@adrianGaalvan Eso mamonaaaaa, te amo bichota",0
"@AdrianH15419923 @TomsjeffiaK Por eso la imagen habla de dibujos, si fueran niñas de verdad pues ahí si está mal",0
@AdrianRubalcava Gracias Adrián igualmente que siempre todo te siga saliendo bien eres el mejor alcalde de la cdmx,0
@Agleecl Las damas no se lo quitan ni pa las bodas ha de ser bonito,0
"@Agusgd10 @35P1T14 Wey esos dos cabrones se maman,pero tengo fe cabron y que chinguen a su madre las pinches perras con cuernos",1
"@AlanVT8 @NatFriass Perdón, pero no se deshacen de mi tan fácil",0
@AldoSebastianGM Nos apoyan @PAOTmx @UCS_GCDMX #BrigadaDeVigilanciaAnimal para atender el reporte?! Gracias.,0
@aldu_maria @c4jimenez @Tu_IMSS @spf_sspc @multimediostv Correcto,0
"@Ale_ceschi Adivino, feminazi?",1
@alejandraguayoa siempre hermosa Ale en el mejor noticiero de la semana en foro TV que tengas un lindo fin de semana ???????? https://t.co/0JEMgHOG5L,0
"@AleLadyBird @JTrianaT @laishawilkins @PartidoMorenaMx Hdtpm tu cabrona, la mamá que tiene que ver aquí cerda asquerosa",1
"@Alesidenew Que una dama sepa de béisbol gusta, que cuestione las reglas mercantilistas enamora.",0
@alex_vilay @El_pinche_norte asi de facil,0
"@Alexao67036890 @kleiverkon Yo no soy Otaku, solo me gusta el anime pero no me considero Otaku!",0
@alexciddeleon @lharthur La higuera es como el rosal: no le gusta otra planta cerca de ella,0
@AlidaBelloch @AaTartaadefresa @LoDeJess Jajajajajajajajajajajajaja por favor estoy muerta de risa con todos vosotros que ingenio hay por estos lares,0
"@alja16948978 Bueno, lo perdono namás porque tiene una que otra canción que me gusta.",0
@Allisonort19 ¿Que se espera de esas cosas llamadas onvrez?,0
@almighty_zafiro No entiendo porque actúas como si no hubieses tirado mierda primero,0
"@AlvaritoMorales te vas a volver a cambiar de equipo? Pinché marica de cagada, cobarde asqueroso poco hombre jajajaja puto imbecil",0
"@alvaro_delgado @tatclouthier @XochitlGalvez Es senadora por dedazo y vidente no es, es charlatána y vividora del erario, vergüenza de la cámara y México",0
"@alwaysforjuki Que cuenta tan patética tienes debes de usar a otra artista porqué con la tuya no pasas mas que vergüenza pobrecita y que lastima, aún así Danna Paola y Kenia Os son superiores a la fracasada de Kimberly jaja ya veo que le dedicas tanto tiempo a kos y DP y descuidas a tu mustia",1
@AMaciasS1 Una puta rica una perita q le encanta la verga y le quiero comer el culo,1
@Amadoelquelolea @LillyTellez @NGomezUrrutiaMX Y los muchachos del barrio le llamaban loca,0
@amarprasadreddy @RahulGandhi_TN @RSSorg Prime Minister Modi is 72 years old..people of India have started hating him..even in BJP no one respects him..even government officials don't listen to Modi..now Shri Amit Shah has sidelined Modi.  Amit Shah is now the powerful leader of BJP.,0
@Amatista_96 Hola!!! Que hermosa,0
@AmerangelLorenz Que coraje; que rabia; otra victima mas del espantoso regimen de terror de la 4T; descanse en paz.??,0
@AmericaFemenil Mucha inversión para puro tiktok ese billete se lo inyecte al América de primera estás niñas puro baile,0
"@AmigasNachi @movimientonavar No seas ?? ahora resulta que van a darle instrucciones de ser madre ?? lleva años siendo madre soltera, no necesita que le digan que hacee????",1
"@amigoJuanH ¿Tuviste qué crear una cuenta nueva para escribir eso? Jajajaa... es obvio que quien se esconde detrás de esa cuenta anónima, es cobarde, pero pues, bueno, además de eso, tambien es imbécil. Y merecido su bloqueo!!! https://t.co/YegXIQF2ug",0
@anadrymj Va ser baby buchon?? ????,0
"@Anamariavazquez Excelente columna cómo siempre Ana María, mucho qué reflexionar y mucho por hacer aún por parte del gobierno pára proteger nuestros recursos.",0
"@AnaPOrdorica Pobre señora... Ah, pero cuando eran los privilegiados ni quién los aguantara",0
"@AnayDiegoGDL Si en foto se ve muy hermosa, como sería verla en persona ??????",0
"@AndoenTachas_ No sé, pinches vatos mecos me cagan.",0
@andreitav92 @VictorH95960159 @lopezobrador_ La autora de ,0
@AndresG89246378 Perdóname mamá por ser tan borracha??,0
"@andyapple310 salud! A mi si me gusta esa, cumple. Otra forma de beber los vegetales diria Bobby Flay",0
@AndyPan91900334 Y la mamá buchona... ??,0
"@angelicamtzr Nomás, leer sobre felicidad...",0
@AngysPaolis como sufre la hdsptm.,1
"@AntonioAttolini Aaaah cómo te gusta hacerte pendejo!!!! Sabía que estabas bruto, pero no sabía que además eras cobarde.",0
@anuarortiz18 @juancmandev @DannyBe_Goode @GuacamayaHacks Las elecciones en CDMX donde la ultra izquierdista de Sheinbaum perdió la mitad de su bastión. Fue hermoso. PD. ¿Entonces quedamos que #ElCacas es tu amo y señor? ¿Tienes sueños húmedos con #ElCacas ?,0
"@Arana37524709 Buenos dias amable seguidora, ten un excelente martes, saludos cordiales.",0
@AranzaGz Al parecer me gusta la moda marimacha JAJAJAJAJAJ,1
@ArauzaYuri Ta bien loca mija,0
"@AreliPaz Es muy triste que por culpa de nuestro valemadrismo pasado México esté pasando por esto. Vamos directo a una ruina dictatorial y la raza feliz, feliz!",0
@ARIESS1805 Buenos días Bendiciones Hermosa Maria Theressa,0
"@AristeguiOnline A este wey le encanta ser la víctima, va a hacer que lo arresten",0
"@arrobadc Whaaaat, si estás bien bonita de que hablas ??",0
@AutosyMas Me quedo con el clásico.,0
"@avieu @lopezobrador_ Tu perfil está dedicado a la politiqueria, babosa.",0
"@AztecaNoticias Así deberían ir por las feminazis cuando están desmadrando todo y saqueando Oxxos, bueno dudo mucho que tengan mamá. ??",1
"@azucenau Azu, buenas noches! Que bonita falda y la televisión es una reliquia. Te acompaño.",0
@Barbieguerita Wera tu eres la mejor y una gran mujer trabajadora inteligente te gusta el café el pan y por si fuera poco muy guapa,0
@Baroverista A mi ni me gusta el FIFA y se me hace buen apodo jajajaj,0
"@bdemontork @theDwarf Va a sonar súper mamón y arrogante pero las chambas que he tenido en los últimos 15 años no las he solicitado,me han llamado.",0
"@bec406 @quisuri1 A los mueganos multicolores les mama la cagada, señor.",0
@belindapop ??Justo en mi infancia!! ??,0
@BellaSwin3 @cornudos693 Bella y hermosa t ves??,0
@Bernar2Barranco Es lo mínimo que puede opinar...,0
"@betsa_triste q le quiten la corona a la tonta canada, la odiamos",0
"@BettyValdes25 Es que Betty no necesita onvrez, Betty es 100% cool",0
"@Bicho1917 @rosdero A ti si, pero a tu novio que pesa más que yo, no. Suerte!",0
"@blancasmadrigal @KercinIred80 @fgcabezadevaca @Silvano_A Son astutos y psicópatas,manipuladores y capases de matar a quien les caiga mal.",0
@blancasmadrigal @Obrador Será muy difícil el despertar de una sociedad tremendamente apática y un sector con la cabeza llena de propaganda barata.,0
@borisrossart1 @LaraMexico3 @lopezobrador_ No lo estás pero la sociedad tampoco ya es tan dejada,0
"@briandi31 Idiota no se refería a eso, si no que la aguante toda JAJAJAJAJA",0
"@Cab_Virgen @VirgenCoromoto De Dios Juan ,9,39_ esas creencias no dan frutos buenos Mateo ,3,10_",0
"@camiicaro01 Jajaja yo también, dale que es miércoless perreo hasta el piso y las manos al cielooooo jajaja",0
@camilaydanielex Cómo para clavarte está verga bien dura que tengo ahorita.,1
"@CanpdcheDe Si es cierto es niñato, y bastante payasa, pero me encanta ese culito de macho",1
"@CarlosAJimnez4 Seguro le encanta fornicar, pero es una hipócrita.",1
@CarlosCortesL Son hombres o payasos Jajajajaja,0
"@Carloslopezjone @lopezobrador_ Solo recuerdo la infancia ""Estamos bien, manden $100""",0
@CarlosLoret @El_Universal_Mx Antes los maiceaban con dinero ????,0
@CarlosLoret Cállate el hocico pinche patán de cuarta.,0
@casichilena @LillyTellez vulgar y corrientenes publicar tus intimidades como una tal @MARIACLEMENTEMX,1
@catrina_nortena Y La Genera Odio en Este País... Senadora de Mierda... Kulera y HDSPM..... La Porquería de la Politica. Verdulera y Vendida.... Porrista del PAN y Lo Que Resulte.,1
@ccvnte Me encanta mucho mi hermosa florecita ????????,0
"@celealarcon Esa es otra canción, esta es la ""canción con yandel"" de bad bunny pero como no te gusta pos no sabes ??",0
@CelsoTeteC @petrogustavo Culpa de el por nombrar a personajes como Lizcano.,0
@cenjl @Claudiashein Informamos al área operativa para su atención. Buena noche.,0
@cesarbriones92 Te voy a matar pendeja Dame dulces,1
"@CFE_Contigo @CFEmx Disculpen llevan 3 días sin atender mis reportes, levantan reportes y los cierran sin que nadie venga a atenderlo. Llamo constantemente y solo dicen que se está atendiendo.",0
"@cgamezponce Aun así, la basura que dejan y producen es descomunal. Respeto tu punto no lo comparto",0
@CharlieSalaz @BETO_VALDES @CruzAzul @Javier_Alarcon_ @Paco_Villa_ Eeeeeepa!!! No todos somos villamelones.,0
@chelavirus @ElOswi @Joargu @SrBeaucarnea @maricelabeba @lagarticolor @BELLA_PAU @LupillaKim @makukins @solucionesRico @Sasihdz @Ale_since2018 @Charlesvgarcia @pavelgaor @DannFonseka @LidiaMarcela @luarora @Monomontano @MCopuri @Succulent_Oso @Quiquevil30 @zenaandrew @KinterosLyn @fandelasletras @vosgos_ @Xandel66933834 No hay dilema Chelita... Se puede repartir en el día... Tú decides la hora ????,0
@chema_nuel Era un promo tonta que tenías que comprar un combo y más 1 peso te daban una hamburguesa ?????????,0
@ChicIeBomba Y yo ando crudo ja ja ja ja ja,0
@chicocabaratita @TuDolceFantasia Ke hermosa vagina ufff y ese ano una delicia,0
"@ChicShion Pobre idiota, da risa este Presidente. Pero en fin, ustedes que les gusta el atole y violar la leyes.",0
@chimmymazapan Yo use tu playlist para bañarme y terminé tallando el piso con la cola del perreo tan bueno que pusiste ??,0
@Chivas @sergiofr30 El más lento contención de todo el mundo no se cómo es jugador un tipo que es lento que manda pases más malos q buenos se lo llevan en la carrera da muchas ventajas pero bueno es lo q hay la cantera más mala de liga la del guadalajara.los más soberbios.los más inútiles,0
@chocodonte La caricatura que marcó nuestra infancia a base de drama!!! ??????,0
"@ChuchoNader así tienes los camiones de basura, todos Pal perro... chgtm ??.. descompuestos....???? https://t.co/4IGxKOwTme",0
"@CitlaHM La chairiza a parte de corrupta, ignorante y naca... es cursi.",0
@Claudiashein Mejor desmiente esto ??,0
@Claudiashein Por eso quieres al ejercito en todos lados??? Que cínica e hipócrita eres! Eres fea por dentro y por fuera!!!,1
@ClouthierManuel @lopezobrador_ @DeniseDresserG Y el que estudia en Inglaterra cuacando tenis de cien mil pesos.,0
"@ClouthierManuel Sorprendente que un IDIOTA ame a los que mataron a su papá, sorprendentemente IDIOTA!",0
@CNAC_GN Mil gracias por la atención ahora levanto reporté saludos cordiales,0
@COMIP_19 @caoticadiana @DrKing_s2 @Meymarco No me sangra jajaja. Es más fácil decir ,0
"@condesatv1 HOLA cariño, bienvenida , tan bella como siempre, bendiciones corazon ??????",0
"@condosese Si, porque el pago se hace. No deberías tener problemas.",0
@ConstanzaGava A las amigas no se les presente ni tú novio ni el que te gusta ????,1
"@ConsueloDuval que mal te escuchaste el mencionar que el nombre de Horacio V. Te daba vomito, creo que eso no se hace!! Porque que eres una figura pública y una dama. Se oyó como transfobica. No le envíes al Universo lo que no quieres para tí, esa es mi sugerencia... Saludos",1
"@coronadooscar @julenrementeria Es correcto, Veracruz a sido pobre desde que antes que Hernán Cortez pisara San Juan de Ulúa.",0
@cosgaya_emilio Y LOS PADRES ??? O DON HUERFANOS Y EL PUEBLO QUE QUIERE SI GENTE MATANDO GENTE O TRABAJANDO DINERO FACIL. DONDE SEA DESPIERTA PUEBLO Y LUCHA  LOS SECRETOS SIEMPRE SE SABEN,0
@CPP_Mexicano @hdemauleon Jajaja como te gusta demostrar que eres ignorante jajaja que verguensa chairo parasito,0
"@cqnanaya El caso de Serbia es muy random, desde que se separó de Montenegro (2006), se han clasificado a 3 mundiales, pero a ninguna eurocopa, que en teoría es más fácil clasificarse desde la edición 2016.",0
